Date;Heure;Dept;Com;Adresse;Code postal;Carr;Segm;Lieu 1 NomV;Lieu 2 NomV;Véhicule 1 Cadmin;Véhicule 1 LVeh;Véhicle 2 CAdmin;Véhicule 2 LVeh;Véhicule 3 CAdmin;Véhicule 3 LVeh;Usager 1 CatU;Usager 1 Grav;Usager 1 Lveh;Usager 2 CatU;Usager 2 Grav;Usager 2 Lveh;Usager 3 CatU;Usager 3 Grav;Usager 3 Lveh;Usager 4 CatU;Usager 4 Grav;Usager 4 Lveh;Coordonnées
2013-05-05;15:45;75;101;168, RUE DE RIVOLI;75101;1_75101_5532;;RUE DE RIVOLI;PLACE DU PALAIS ROYAL;Moto>125;A;VL;B;;;Cond;Indem;B;Cond;BH;A;;;;;;;48.862175, 2.33741
2013-10-09;15:15;75;101;162, RUE DE RIVOLI;75101;1_75101_5765;;RUE DE RIVOLI;RUE DE MARENGO;Moto>125;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.861469, 2.33929
2013-11-02;02:20;75;101;0, RUE DE RIVOLI;75101;1_75101_5835;;RUE DE RIVOLI;RUE DE L ORATOIRE;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.861706, 2.338555
2013-07-19;15:25;75;101;QUAI FRANCOIS MITTERRAND;75101;1_75101_5848;;QUAI DU LOUVRE;RUE DE L AMIRAL DE COLIGNY;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.860269, 2.33339
2013-12-01;22:10;75;101;1, PLACE DU LOUVRE;75101;1_75101_5865;;PLACE DU LOUVRE;RUE DE L AMIRAL COLIGNY;Scoo<=50;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.859298, 2.340763
2013-06-11;18:00;75;101;2, RUE DE L AMIRAL DE CO;75101;1_75101_5865;;RUE DE L AMIRAL DE COLIGNY;PLACE DU LOUVRE;VL;A;Scoo50-125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.859236, 2.340198
2013-04-02;12:50;75;101;9, RUE DU LOUVRE;75101;1_75101_6038;;RUE DU LOUVRE;RUE BERGER;Moto>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.862358, 2.341402
2013-05-28;13:00;75;101;RUE DU LOUVRE;75101;1_75101_6074;;RUE DU LOUVRE;PLACE DES DEUX ECUS;Cyclo;A;VU;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.863024, 2.341876
2013-12-11;11:45;75;101;40, RUE DU LOUVRE;75101;1_75101_6074;;RUE DU LOUVRE;PLACE DES DEUX ECUS;VL;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.862674, 2.341883
2013-05-08;01:00;75;101;RUE DU PONT NEUF;75101;1_75101_6141;;RUE DU PONT NEUF;QUAI DU LOUVRE;Moto>125;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.859475, 2.343503
2012-11-16;14:00;75;101;90, RUE SAINT HONORE;75101;1_75101_6159;;RUE SAINT HONORE;RUE DE L ARBRE SEC;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.8615, 2.342631
2012-08-14;16:10;75;101;22, QUAI DE LA MEGISSERI;75101;1_75101_6252;;QUAI DE LA MEGISSERIE;RUE DES BOURDONNAIS;Bus;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.858442, 2.343101
2012-05-13;00:02;75;101;136, RUE DE RIVOLI;75101;1_75101_6253;;RUE DE RIVOLI;RUE DE LA MONNAIE;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.860137, 2.343578
2013-08-16;15:15;75;101;8, QUAI DE LA MEGISSERIE;75101;1_75101_6358;;QUAI DE LA MEGISSERIE;RUE BERTIN POIREE;VL;A;VL;B;VL;C;Cond;Indem;A;Cond;BL;B;Cond;Indem;C;;;;48.857926, 2.345019
2013-11-08;00:40;75;101;63, RUE DE RIVOLI;75101;1_75101_6455;;RUE DE RIVOLI;RUE BERTIN POIREE;VL;A;VL;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;;48.859348, 2.345273
2012-02-11;14:05;75;101;6, QUAI DE LA MEGISSERIE;75101;1_75101_6489;;QUAI DE LA MEGISSERIE;RUE EDOUARD COLONNE;Scoo50-125;A;VL;Z;;;Cond;BL;A;;;;;;;;;;48.857875, 2.34521
2013-11-11;15:35;75;101;, QUAI DE LA MEGISSERIE;75101;1_75101_6489;;QUAI DE LA MEGISSERIE;RUE EDOUARD COLONNE;VL;A;Bus;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;Pass;BL;B;48.858042, 2.344585
2013-02-12;16:20;75;101;57, RUE DE RIVOLI;75101;1_75101_6514;;RUE DE RIVOLI;RUE DES DECHARGEURS;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.859153, 2.345875
2013-06-14;19:00;75;101;4, BOULEVARD DU PALAIS;75101;1_75101_6624;;BOULEVARD DU PALAIS;QUAI DE L HORLOGE;Bicy;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.855669, 2.34592
2013-01-21;14:20;75;101;2, QUAI DE LA MEGISSERIE;75101;1_75101_6670;;QUAI DE LA MEGISSERIE;PLACE DU CHATELET;VU;A;Scoo<=50;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.857839, 2.345646
2013-09-09;18:45;75;101;1, PLACE DU CHATELET;75101;1_75101_6744;;QUAI DE LA MEGISSERIE;PONT AU CHANGE;VU;A;Bicy;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.8576, 2.346755
2013-04-23;10:50;75;101;45, RUE DE RIVOLI;75101;1_75101_6770;;RUE DE RIVOLI;RUE SAINT DENIS;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.858757, 2.34709
2013-10-04;01:35;75;101;7, BOULEVARD DE SEBASTOP;75101;1_75101_6850;;BOULEVARD DE SEBASTOPOL;RUE DE RIVOLI;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.8584, 2.347919
2012-01-12;22:30;75;101;19, RUE ETIENNE MARCEL;75101;1_75101_6945;;RUE ETIENNE MARCEL;RUE DE TURBIGO;Scoo50-125;A;Scoo50-125;B;;;Cond;Indem;A;Cond;Indem;B;Piéto;BL;A;;;;48.863903, 2.34867
2013-06-04;00:01;75;101;59, BOULEVARD DE SEBASTO;75101;1_75101_7132;;BOULEVARD DE SEBASTOPOL;RUE DU CYGNE;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.863012, 2.350676
2013-09-06;16:00;75;101;61, BOULEVARD DE SEBASTO;75101;1_75101_7173;;BOULEVARD DE SEBASTOPOL;RUE ETIENNE MARCEL;VL;A;VL;B;Scoo50-125;C;Cond;Indem;A;Cond;Indem;B;Cond;BL;C;Pass;BL;C;48.863096, 2.350551
2013-05-15;09:50;75;101;1, BOULEVARD DE SEBASTOP;75101;1_75104_6873;;BOULEVARD DE SEBASTOPOL;AVEUE VICTORIA;Moto>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.857992, 2.34769
2013-11-20;15:30;75;101;21, BOULEVARD DE LA MADE;75101;;;BOULEVARD DE LA MADELEINE;;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.869496, 2.325796
2012-10-27;15:50;75;101;10, RUE DU ROULE;75101;;;RUE DU ROULE;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.860532, 2.343735
2012-10-28;16:30;75;101;QUAI DES TUILERIES;75101;;;QUAI DES TUILERIES;;Scoo<=50;A;VL;Z;;;Cond;BL;A;Pass;BL;A;;;;;;;48.862968, 2.323733
2013-05-03;17:45;75;101;10, QUAI FRANCOIS MITTER;75101;;;QUAI DU LOUVRE;;VL;A;Scoo>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.860095, 2.333634
2012-10-30;13:05;75;101;PLACE DU CARROUSEL;75101;;;PLACE DU CARROUSEL;;VL;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.860421, 2.333288
2013-01-05;00:45;75;101;QUAI DES TUILERIES;75101;;;QUAI DES TUILERIES;;Moto50-125;A;;;;;Cond;BH;A;;;;;;;;;;48.862968, 2.323733
2013-10-17;09:10;75;101;QUAI DES TUILERIES;75101;;;QUAI DES TUILERIES;;PL>7,5;A;Scoo50-125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.862968, 2.323733
2012-11-12;12:00;75;101;01, SOUTERRAIN LEMONNIER;75101;;;SOUTERRAIN LEMONNIER;;VL;A;VU;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.862498, 2.331059
2012-03-26;19:05;75;101;VOIE GEORGES POMPIDOU;75101;;;VOIE GEORGES POMPIDOU;;Moto>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.844444, 2.271958
2013-08-27;22:05;75;101;VOIE GEORGES POMPIDOU;75101;;;VOIE GEORGES POMPIDOU;;Moto>125;A;VL;B;;;Cond;BH;A;Pass;BL;A;Cond;Indem;B;;;;48.844444, 2.271958
2012-05-31;11:45;75;101;206, RUE DE RIVOLI;75101;;;RUE DE RIVOLI;;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.864366, 2.330492
2012-03-07;08:05;75;101;3, RUE DES CAPUCINES;75101;;;RUE DES CAPUCINES;;VU;A;Scoo>125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;;48.86893, 2.329247
2012-09-01;23:40;75;101;QUAI DES TUILERIES;75101;;;QUAI DES TUILERIES;;Moto>125;A;;;;;Cond;BL;A;Pass;BL;A;;;;;;;48.862968, 2.323733
2012-09-18;10:45;75;101;QUAI DES TUILERIES;75101;;;QUAI DES TUILERIES;;Scoo>125;A;;;;;Cond;BL;A;;;;;;;;;;48.862968, 2.323733
2013-07-07;17:25;75;101;QUAI DES TUILERIES;75101;;;QUAI DES TUILERIES;;Scoo<=50;A;;;;;Cond;BL;A;;;;;;;;;;48.862968, 2.323733
2013-09-28;18:30;75;101;15, BOULEVARD DE LA MADE;75101;;;BOULEVARD DE LA MADELEINE;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BH;B;;;;;;;48.869542, 2.326074
2013-07-31;19:10;75;101;112, RUE SAINT HONORE;75101;;;RUE SAINT HONORE;;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.861703, 2.341521
2012-04-17;15:55;75;101;259, RUE SAINT HONORE;75101;;;RUE SAINT HONORE;;Scoo<=50;A;VL;B;;;Cond;Indem;B;Cond;BL;A;;;;;;;48.867292, 2.326433
2012-03-15;13:00;75;101;350, RUE SAINT HONORE;75101;;;RUE SAINT HONORE;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.866265, 2.329474
2012-05-09;14:20;75;101;352, RUE SAINT HONORE;75101;;;RUE SAINT HONORE;;Bicy;A;;;;;Cond;BL;A;;;;;;;;;;48.866399, 2.329221
2013-07-16;13:50;75;101;8, BOULEVARD DU PALAIS;75101;;;BOULEVARD DU PALAIS;;Scoo>125;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;;48.85486, 2.345369
2013-07-31;14:55;75;101;4, BOULEVARD DU PALAIS;75101;;;BOULEVARD DU PALAIS;;Bicy;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.855669, 2.34592
2012-06-26;09:00;75;101;SOUTERRAIN GRANDE BOUCLE;75101;;;SOUTERRAIN GRANDE BOUCLE;;Scoo50-125;A;;;;;Cond;BH;A;;;;;;;;;;48.86191, 2.344447
2013-09-10;15:35;75;102;2, RUE DE LA PAIX;75102;1_75102_4907;;RUE DE LA PAIX;RUE DANIELLE CASANOVA;Car;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.868421, 2.330583
2012-08-02;16:10;75;102;RUE DE LA PAIX;75102;1_75102_5006;;RUE DE LA PAIX;RUE DAUNOU;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.869277, 2.331278
2012-06-03;19:30;75;102;3, PLACE DE L OPERA;75102;1_75102_5066;;PLACE DE L OPERA;RUE DE LA PAIX;VL;A;Scoo>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.870343, 2.331986
2013-08-29;16:35;75;102;0, PLACE DE L OPERA;75102;1_75102_5066;;PLACE DE L OPERA;RUE DE LA PAIX;VL;A;Moto50-125;B;;;Cond;BL;A;Pass;BL;A;Pass;BL;A;Cond;BL;B;48.870287, 2.332491
2012-04-21;00:30;75;102;AVENUE DE L OPERA;75102;1_75102_5093;;AVENUE DE L OPERA;PLACE DE L OPERA;VL;A;VL;B;;;Cond;BL;A;Cond;BL;B;;;;;;;48.868718, 2.333112
2013-11-02;23:20;75;102;34, RUE DU QUATRE SEPTEM;75102;1_75102_5123;;RUE DU QUATRE SEPTEMBRE;PLACE DE L OPERA;VL;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.87033, 2.332737
2013-06-02;14:20;75;102;38, AVENUE DE L OPERA;75102;1_75102_5141;;AVENUE DE L OPERA;RUE LOUIS LE GRAND;VL;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.869696, 2.332937
2013-05-21;18:30;75;102;28, AVENUE DE L OPERA;75102;1_75102_5208;;AVENUE DE L OPERA;RUE DES PETITS CHAMPS;VL;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.867606, 2.333838
2013-04-10;17:00;75;102;1, RUE DE PORT MAHON;75102;1_75102_5252;;RUE DE PORT MAHON;PLACE GAILLON;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.86903, 2.334079
2012-10-05;14:40;75;102;32, RUE DES PETITS CHAMP;75102;1_75102_5415;;RUE DES PETITS CHAMPS;RUE SAINTE ANNE;Cyclo;A;Moto50-125;B;VL;C;Cond;BL;A;Cond;BL;B;Cond;Indem;C;;;;48.867044, 2.335777
2013-02-28;13:50;75;102;RUE DU QUATRE SEPTEMBRE;75102;1_75102_5512;;RUE DU QUATRE SEPTEMBRE;RUE DE GRAMONT;Scoo<=50;A;VL;B;;;Cond;BH;A;Cond;Indem;B;;;;;;;48.869593, 2.336454
2012-05-27;20:05;75;102;11, BOULEVARD DES ITALIE;75102;1_75102_5672;;BOULEVARD DES ITALIENS;RUE FAVART;VL;A;Scoo50-125;B;;;Cond;Indem;A;Pass;BL;B;Cond;BL;B;;;;48.871445, 2.337947
2012-10-07;22:30;75;102;88, RUE DE RICHELIEU;75102;1_75102_5789;;RUE DE RICHELIEU;RUE SAINT MARC;Cyclo;A;;;;;Cond;BL;A;;;;;;;;;;48.870167, 2.339279
2013-11-01;20:35;75;102;134, RUE REAUMUR;75102;1_75102_6075;;RUE REAUMUR;RUE NOTRE DAME DES VICTOIRES;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.868558, 2.342015
2012-06-21;10:00;75;102;137, RUE MONTMARTRE;75102;1_75102_6170;;RUE MONTMARTRE;RUE NOTRE DAME DES VICTOIRES;VU;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.869905, 2.342653
2013-09-18;19:50;75;102;160, RUE MONTMARTRE;75102;1_75102_6170;;RUE MONTMARTRE;RUE SAINT MARC;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;B;;;;48.870183, 2.342837
2013-12-05;20:10;75;102;RUE ETIENNE MARCEL;75102;1_75102_6216;;RUE ETIENNE MARCEL;RUE DU LOUVRE;Scoo<=50;A;Scoo50-125;B;;;Cond;BL;A;Cond;BL;B;Pass;BL;A;;;;48.864569, 2.346468
2013-08-11;20:20;75;102;29, BOULEVARD POISSONNIE;75102;1_75102_6219;;BOULEVARD POISSONNIERE;RUE MONTMARTRE;Scoo50-125;A;PL<=7,5;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.871287, 2.34326
2012-12-18;14:50;75;102;127, RUE MONTMARTRE;75102;1_75102_6224;;RUE MONTMARTRE;RUE DU CROISSANT;VU;A;;;;;Cond;BL;A;;;;;;;;;;48.869224, 2.342989
2012-10-03;20:20;75;102;56, RUE DU LOUVRE;75102;1_75102_6251;;RUE DU LOUVRE;RUE D ARGOUT;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.865696, 2.343361
2013-03-29;23:10;75;102;RUE MONTMARTRE;75102;1_75102_6288;;RUE MONTMARTRE;RUE D ABOUKIR;Bicy;A;VL;B;;;Cond;BH;A;Cond;Indem;B;;;;;;;48.867951, 2.343766
2013-01-09;07:50;75;102;37, RUE DU MAIL;75102;1_75102_6302;;RUE DU MAIL;RUE MONTMARTRE;Moto50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.866761, 2.342464
2012-05-12;17:45;75;102;36, RUE ETIENNE MARCEL;75102;1_75102_6450;;RUE ETIENNE MARCEL;RUE MONTMARTRE;VL;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.865015, 2.344644
2012-02-28;21:05;75;102;14, RUE DE CLERY;75102;1_75102_6481;;RUE DE CLERY;RUE REAUMUR;Moto>125;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.867642, 2.345344
2012-12-13;20:35;75;102;32, RUE ETIENNE MARCEL;75102;1_75102_6657;;RUE ETIENNE MARCEL;RUE MONTORGUEIL;Bicy;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.864606, 2.346352
2012-01-10;11:20;75;102;94, RUE REAUMUR;75102;1_75102_6981;;RUE REAUMUR;RUE DUSSOUBS;Moto50-125;A;VL;B;;;Cond;BL;A;Pass;BL;A;Cond;Indem;B;;;;48.866964, 2.349362
2013-11-27;08:55;75;102;22, RUE DE TURBIGO;75102;1_75102_7168;;RUE DE TURBIGO;RUE DE PALESTRO;Scoo50-125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.864151, 2.350775
2012-07-21;11:20;75;102;BOULEVARD DE SEBASTOPOL;75102;1_75102_7242;;BOULEVARD DE SEBASTOPOL;RUE DE TURBIGO;Scoo50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.866115, 2.352271
2013-09-21;17:25;75;102;RUE DE TURBIGO;75102;1_75102_7242;;RUE DE TURBIGO;BOULEVARD DE SEBASTOPOL;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.864132, 2.350139
2012-10-07;18:00;75;102;83, BOULEVARD DE SEBASTO;75102;1_75102_7296;;BOULEVARD DE SEBASTOPOL;RUE GRENETA;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.864717, 2.351449
2012-06-06;18:40;75;102;5, BOULEVARD DE BONNE NO;75102;1_75102_7317;;BOULEVARD DE BONNE NOUVELLE;RUE DE CLERY;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.86965, 2.352002
2013-05-03;16:00;75;113;PORTE D ITALIE;75113;;;BD PERIPHERIQUE INTERIEUR;;VU;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.817186, 2.360162
2013-05-27;16:30;75;113;BOULEVARD PERIPHERIQUE I;75113;;;BD PERIPHERIQUE INTERIEUR;;VL;A;Moto>125;B;;;Cond;Indem;A;Cond;BL;B;Pass;BL;B;;;;48.830704, 2.354407
2013-03-01;16:50;75;113;BPE GARE BERCY;75113;;;BD PERIPHERIQUE EXTERIEUR;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;
2013-07-15;17:00;75;113;10, RUE JEAN BAPTISTE BE;75113;;;RUE JEAN BAPTISTE BERLIER;;VL;A;Scoo50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.825648, 2.383677
2012-02-10;14:55;75;113;101, RUE DE TOLBIAC;75113;;;RUE DE TOLBIAC;;Scoo<=50;A;Scoo<=50;B;;;Cond;BL;B;;;;;;;;;;48.826809, 2.365303
2012-07-23;12:00;75;113;56, RUE DE TOLBIAC;75113;;;RUE DE TOLBIAC;;PL>7,5;A;Bicy;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.827478, 2.36968
2013-10-24;09:10;75;113;97, RUE NATIONALE;75113;;;RUE NATIONALE;;Moto>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.82744, 2.366063
2013-06-29;15:55;75;113;32, PLACE JEANNE D ARC;75113;;;PLACE JEANNE D ARC;;Cyclo;A;TRSem;B;;;Cond;BH;A;Cond;Indem;B;;;;;;;48.83056, 2.368114
2013-05-02;08:20;75;113;35, RUE LOUISE WEISS;75113;;;RUE LOUISE WEISS;;VU;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.834288, 2.369524
2012-10-24;13:55;75;113;38, RUE DE PATAY;75113;;;RUE DE PATAY;;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.825814, 2.374384
2013-12-16;09:55;75;113;103, AVENUE DE FRANCE;75113;;;AVENUE DE FRANCE;;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.829761, 2.377241
2013-05-19;20:25;75;113;25, RUE EMILE DURKHEIM;75113;;;RUE EMILE DURKHEIM;;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.832026, 2.377137
2012-06-19;17:50;75;113;QUAI FRANCOIS MAURIAC;75113;;;QUAI FRANCOIS MAURIAC;;Scoo50-125;A;VL;B;VL;C;Cond;Indem;B;Cond;BL;A;Cond;Indem;C;;;;48.833101, 2.378423
2012-09-02;12:15;75;113;49, QUAI FRANCOIS MAURIA;75113;;;QUAI FRANCOIS MAURIAC;;Scoo>125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.833101, 2.378423
2013-07-21;03:50;75;113;26, QUAI D AUSTERLITZ;75113;;;QUAI D AUSTERLITZ;;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.839832, 2.370988
2013-07-04;03:20;75;113;QUAI D AUSTERLITZ;75113;;;QUAI D AUSTERLITZ;;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.839596, 2.371014
2012-04-01;10:20;75;113;QUAI D IVRY;75113;;;BD PERIPHERIQUE INTERIEUR;;VL;A;Moto>125;B;;;Cond;BL;B;Cond;BL;A;;;;;;;48.825743, 2.387449
2013-03-16;06:05;75;113;BPI GARE IVRY;75113;;;BD PERIPHERIQUE INTERIEUR;;VL;A;;;;;Cond;BL;A;;;;;;;;;;48.825261, 2.388282
2013-07-31;10:50;75;113;QUAI D IVRY;75113;;;BD PERIPHERIQUE INTERIEUR;;Moto>125;A;VU;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;48.825743, 2.387449
2012-03-22;18:00;75;113;PORTE D IVRY;75113;;;BD PERIPHERIQUE EXTERIEUR;;PL>7,5;A;VL;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.82072, 2.370913
2012-05-26;16:55;75;113;BPE IVRY GARE;75113;;;BD PERIPHERIQUE EXTERIEUR;;VL;A;VL;B;;;Cond;Indem;A;Pass;BL;A;Cond;Indem;B;;;;48.824336, 2.363655
2012-11-14;19:32;75;113;BPE IVRY GARE;75113;;;BD PERIPHERIQUE EXTERIEUR;;VL;A;VL;B;VL;C;Cond;BL;A;Cond;BL;B;Cond;Indem;C;;;;48.824336, 2.363655
2013-08-30;19:45;75;113;BPE IVRY GARE;75113;;;BD PERIPHERIQUE EXTERIEUR;;Moto>125;A;Moto50-125;B;VL;C;Cond;Indem;A;Cond;BL;B;Cond;Indem;C;;;;48.824336, 2.363655
2013-06-12;20:45;75;113;BPE IVRY GARE;75113;;;BD PERIPHERIQUE EXTERIEUR;;VL;A;VL;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.824336, 2.363655
2013-11-10;07:50;75;113;25, QUAI PANHARD ET LEVA;75113;;;QUAI PANHARD ET LEVASSOR;;Bicy;A;;;;;Cond;BL;A;Piéto;BL;A;;;;;;;48.82838, 2.38408
2013-02-06;13:15;75;113;BPE GARE BERCY;75113;;;BD PERIPHERIQUE EXTERIEUR;;Moto50-125;A;VL;B;;;Cond;BL;A;Cond;Indem;B;;;;;;;
2013-07-11;19:40;75;114;80, RUE DE L AMIRAL MOUC;75114;1_75113_6158;;RUE DE L AMIRAL MOUCHEZ;RUE DE RUNGIS;Moto>125;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.821012, 2.342811
2013-03-07;15:41;75;114;1, BOULEVARD BRUNE;75114;1_75114_2896;;BOULEVARD BRUNE;RUE RAYMOND LOSSERAND;VL;A;VU;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.827753, 2.305692
2012-05-31;18:50;75;114;235, RUE VERCINGETORIX;75114;1_75114_3009;;RUE VERCINGETORIX;RUE ALFRED DURAND CLAYE;Moto>125;A;;;;;Cond;BL;A;;;;;;;;;;48.829294, 2.306793
2012-12-21;00:50;75;114;203, RUE RAYMOND LOSSERA;75114;1_75114_3046;;RUE RAYMOND LOSSERAND;RUE DES ARBUSTES;VL;A;VL;B;;;Cond;Indem;A;Cond;Indem;B;Pass;BL;A;;;;48.828812, 2.307912
2013-07-09;19:20;75;114;203, RUE RAYMOND LOSSERA;75114;1_75114_3046;;RUE RAYMOND LOSSERAND;RUE PATURLE;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.828812, 2.307912
2012-09-10;08:20;75;114;RUE D ALESIA;75114;1_75114_3343;;RUE D ALESIA;RUE VERCINGETORIX;VU;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.829111, 2.325157
2013-04-20;17:50;75;114;156, RUE RAYMOND LOSSERA;75114;1_75114_3354;;RUE RAYMOND LOSSERAND;RUE PIERRE LAROUSSE;Moto50-125;A;VL;B;VL;Z;Cond;Indem;A;Pass;BL;A;Cond;Indem;B;;;;48.830544, 2.311266
2012-11-07;08:40;75;114;81, BOULEVARD BRUNE;75114;1_75114_3404;;BOULEVARD BRUNE;RUE DIDOT;VU;A;Cyclo;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.826165, 2.313188
2013-02-16;09:25;75;114;0, BOULEVARD BRUNE;75114;1_75114_3404;;BOULEVARD BRUNE;RUE DIDOT;VL;A;Moto>125;B;;;Cond;BL;B;Cond;Indem;A;;;;;;;48.824706, 2.318864
2013-09-29;18:30;75;114;79, BOULEVARD BRUNE;75114;1_75114_3404;;BOULEVARD BRUNE;RUE DIDOT;VL;A;Moto50-125;B;;;Cond;Indem;A;Cond;BL;B;;;;;;;48.826289, 2.312623
2012-03-10;21:25;75;114;180, RUE D ALESIA;75114;1_75114_3429;;RUE D ALESIA;RUE DE L OUEST;Scoo<=50;A;;;;;Piéto;BL;A;Cond;Indem;A;;;;;;;48.832242, 2.313098
2012-06-27;12:40;75;114;207, RUE D ALESIA;75114;1_75114_3517;;RUE D ALESIA;RUE RAYMOND LOSSERAND;VL;A;;;;;Cond;Indem;A;Piéto;BH;A;;;;;;;48.831692, 2.314206
2013-06-19;22:40;75;114;170, RUE D ALESIA;75114;1_75114_3517;;RUE D ALESIA;RUE RAYMOND LOSSERAND;VL;A;;;;;Cond;Indem;A;Piéto;BL;A;;;;;;;48.831944, 2.314011
2012-03-13;19:30;75;114;BOULEVARD ROMAIN ROLLAND;75114;1_75114_3531;;AVENUE DE LA PORTE DE CHATILLON;ECH VANVES-AV/14;Scoo50-125;A;;;;;Cond;BL;A;;;;;;;;;;48.819737, 2.32579
